IBPFAHIO_00001	0
IBPFAHIO_00003	1
IBPFAHIO_00004	136
IBPFAHIO_00006	1593
IBPFAHIO_00007	398
IBPFAHIO_00008	4
IBPFAHIO_00009	1021
IBPFAHIO_00010	1476
IBPFAHIO_00011	86
IBPFAHIO_00012	133
IBPFAHIO_00013	9401
IBPFAHIO_00014	1443
IBPFAHIO_00015	677
IBPFAHIO_00016	679
IBPFAHIO_00017	985
IBPFAHIO_00018	4579
IBPFAHIO_00019	22260
IBPFAHIO_00020	5
IBPFAHIO_00021	28
IBPFAHIO_00022	0
IBPFAHIO_00023	15
IBPFAHIO_00024	269
IBPFAHIO_00025	789
IBPFAHIO_00026	16
IBPFAHIO_00027	1330
IBPFAHIO_00028	2326
IBPFAHIO_00029	717
IBPFAHIO_00030	11
IBPFAHIO_00031	117
IBPFAHIO_00032	181
IBPFAHIO_00033	0
IBPFAHIO_00034	47
IBPFAHIO_00035	5120
IBPFAHIO_00037	531
IBPFAHIO_00038	2019
IBPFAHIO_00039	1158
IBPFAHIO_00040	223
IBPFAHIO_00041	1200
IBPFAHIO_00042	286
IBPFAHIO_00043	363
IBPFAHIO_00044	241
IBPFAHIO_00045	20
IBPFAHIO_00046	553
IBPFAHIO_00047	1164
IBPFAHIO_00048	404
IBPFAHIO_00049	467
IBPFAHIO_00050	481
IBPFAHIO_00051	57
IBPFAHIO_00052	24
IBPFAHIO_00053	45
IBPFAHIO_00054	361
IBPFAHIO_00055	79
IBPFAHIO_00056	103
IBPFAHIO_00057	0
IBPFAHIO_00058	0
IBPFAHIO_00059	386
IBPFAHIO_00060	2
IBPFAHIO_00061	934
IBPFAHIO_00062	446
IBPFAHIO_00063	856
IBPFAHIO_00064	73
IBPFAHIO_00065	45
IBPFAHIO_00066	94
IBPFAHIO_00067	106
IBPFAHIO_00068	291
IBPFAHIO_00069	292
IBPFAHIO_00070	258
IBPFAHIO_00071	671
IBPFAHIO_00072	14
IBPFAHIO_00073	121
IBPFAHIO_00074	15
IBPFAHIO_00075	89
IBPFAHIO_00076	122
IBPFAHIO_00077	177
IBPFAHIO_00078	327
IBPFAHIO_00079	79
IBPFAHIO_00080	584
IBPFAHIO_00081	0
IBPFAHIO_00082	0
IBPFAHIO_00083	0
IBPFAHIO_00084	24
IBPFAHIO_00085	6
IBPFAHIO_00086	8
IBPFAHIO_00087	16
IBPFAHIO_00088	252
IBPFAHIO_00089	25
IBPFAHIO_00090	0
IBPFAHIO_00091	58
IBPFAHIO_00092	8
IBPFAHIO_00093	80
IBPFAHIO_00094	1
IBPFAHIO_00095	18008
IBPFAHIO_00096	310
IBPFAHIO_00097	1981
IBPFAHIO_00098	2100
IBPFAHIO_00099	546
IBPFAHIO_00100	326
IBPFAHIO_00101	96
