Gene	ERR1797969	ERR1797970	ERR1797971	ERR1797972	ERR1797973	ERR1797974
IBPFAHIO_02136	549	615	536	1556	1730	1793
IBPFAHIO_02137	305	340	309	342	297	288
IBPFAHIO_02138	1257	1404	1291	1660	1948	1792
IBPFAHIO_02139	1804	2160	1989	2328	2482	2364
IBPFAHIO_02140	2632	2929	2710	3522	3585	3150
IBPFAHIO_02141	3233	3883	3586	2206	2313	1904
IBPFAHIO_02142	2762	2779	3372	80	80	66
IBPFAHIO_02143	4272	5067	6084	129	146	95
IBPFAHIO_02144	5588	6176	8371	191	180	146
IBPFAHIO_02145	174	167	209	7	5	2
IBPFAHIO_02146	54	40	53	2	1	1
IBPFAHIO_02147	53	60	67	6	4	4
IBPFAHIO_02148	439	539	513	326	296	238
IBPFAHIO_02149	1188	1929	1491	259	297	320
IBPFAHIO_02151	783	1002	863	560	619	564
IBPFAHIO_02152	170	233	228	134	146	133
IBPFAHIO_02153	598	782	679	670	711	641
IBPFAHIO_02154	580	761	607	1165	1104	1001
IBPFAHIO_02155	210	249	211	375	361	325
IBPFAHIO_02156	379	421	394	458	473	443
IBPFAHIO_02157	855	1055	973	1140	1335	1220
IBPFAHIO_02158	1825	2220	1960	104	126	113
IBPFAHIO_02159	166	248	179	12	17	16
IBPFAHIO_02160	286	427	294	42	36	35
IBPFAHIO_02161	114	119	124	13	5	11
IBPFAHIO_02162	935	1216	1103	206	202	199
IBPFAHIO_02163	955	1174	1044	139	137	119
IBPFAHIO_02164	312	379	314	39	57	31
IBPFAHIO_02165	0	0	0	0	0	0
IBPFAHIO_02166	489	569	485	72	77	84
IBPFAHIO_02167	138	150	196	23	24	11
IBPFAHIO_02168	15	15	35	6	4	3
IBPFAHIO_02169	41	41	36	7	7	6
IBPFAHIO_02170	164	168	168	38	32	22
IBPFAHIO_02171	55	83	56	13	15	9
IBPFAHIO_02172	155	186	171	28	36	16
IBPFAHIO_02173	71	86	64	16	13	17
IBPFAHIO_02174	0	0	0	0	0	0
IBPFAHIO_02175	1	0	1	0	0	0
IBPFAHIO_02176	0	0	0	0	0	0
IBPFAHIO_02177	0	0	0	0	0	0
IBPFAHIO_02178	0	0	0	0	0	0
IBPFAHIO_02179	0	0	0	0	0	0
IBPFAHIO_02180	9	15	21	18	29	22
IBPFAHIO_02181	63	76	79	6	5	2
IBPFAHIO_02182	74	69	67	17	15	14
IBPFAHIO_02183	56	80	90	23	30	13
IBPFAHIO_02184	54	55	54	15	8	13
IBPFAHIO_02185	404	524	469	94	117	102
IBPFAHIO_02186	268	347	273	31	34	28
IBPFAHIO_02187	201	189	155	3	1	5
IBPFAHIO_02188	395	464	379	48	49	41
IBPFAHIO_02189	328	342	338	13	16	18
IBPFAHIO_02190	89	130	105	2	4	2
IBPFAHIO_02191	39	41	32	2	0	1
IBPFAHIO_02192	13	17	11	0	0	0
IBPFAHIO_02193	126	165	142	5	6	9
IBPFAHIO_02194	299	328	312	23	12	20
IBPFAHIO_02195	51	62	59	2	1	2
IBPFAHIO_02196	976	1224	1054	82	73	94
IBPFAHIO_02197	0	0	0	1	0	0
IBPFAHIO_02198	69	81	72	14	11	8
IBPFAHIO_02199	216	291	260	73	65	85
IBPFAHIO_02200	399	436	431	144	203	137
IBPFAHIO_02201	211	225	182	96	97	77
IBPFAHIO_02202	0	0	0	0	0	0
IBPFAHIO_02203	0	0	0	0	0	0
IBPFAHIO_02204	0	0	0	0	0	0
IBPFAHIO_02205	0	0	0	0	0	0
IBPFAHIO_02206	0	0	0	0	0	0
IBPFAHIO_02208	0	0	0	0	0	0
IBPFAHIO_02209	0	0	0	0	0	0
IBPFAHIO_02210	0	0	0	0	0	0
IBPFAHIO_02211	0	0	0	0	0	0
IBPFAHIO_02212	0	0	0	0	0	0
IBPFAHIO_02213	0	0	0	0	0	0
IBPFAHIO_02214	25	33	31	46	45	31
IBPFAHIO_02215	82	64	83	70	78	81
IBPFAHIO_02216	0	0	1	0	1	0
IBPFAHIO_02217	33	53	29	31	21	25
IBPFAHIO_02218	485	563	470	221	219	222
IBPFAHIO_02219	471	537	444	421	484	409
IBPFAHIO_02220	425	521	421	440	403	385
IBPFAHIO_02221	3429	4283	3471	5912	5792	5373
IBPFAHIO_02222	5100	5983	5121	5652	5114	4544
IBPFAHIO_02223	365	412	400	327	285	260
IBPFAHIO_02224	43	38	42	58	51	41
IBPFAHIO_02225	26	35	32	39	29	26
IBPFAHIO_02226	42	53	40	49	57	46
IBPFAHIO_02227	35	38	39	36	33	25
IBPFAHIO_02228	8	22	18	13	23	16
IBPFAHIO_02229	204	222	210	194	180	149
IBPFAHIO_02230	143	189	144	123	131	147
IBPFAHIO_02231	683	840	785	924	897	831
IBPFAHIO_02232	223	215	217	147	141	155
IBPFAHIO_02233	18	26	21	46	34	39
IBPFAHIO_02234	4	3	2	3	8	1
IBPFAHIO_02235	33	41	43	51	47	31
IBPFAHIO_02236	283	303	288	271	219	195
IBPFAHIO_02237	1140	1288	1210	1683	936	890
IBPFAHIO_02238	800	945	781	1355	1166	1232
IBPFAHIO_02239	94	92	92	66	53	50
IBPFAHIO_02240	1004	1093	1082	1070	917	846
IBPFAHIO_02241	1223	1365	1241	769	955	772
IBPFAHIO_02242	2969	3274	3162	1730	1615	1486
IBPFAHIO_02243	1138	1492	1293	3886	4491	3833
IBPFAHIO_02244	137	169	181	116	133	119
IBPFAHIO_02245	134	130	159	511	488	474
IBPFAHIO_02246	386	470	401	922	977	996
IBPFAHIO_02247	22	25	24	37	23	33
IBPFAHIO_02248	796	916	818	1546	1469	1262
IBPFAHIO_02249	4258	4808	4477	2912	2827	2542
IBPFAHIO_02250	556	667	579	611	594	542
IBPFAHIO_02251	3629	4579	3984	4499	4527	4185
IBPFAHIO_02252	90	113	106	49	53	56
IBPFAHIO_02253	302	357	296	238	263	219
IBPFAHIO_02254	177	221	175	223	221	207
IBPFAHIO_02255	95	105	84	108	99	93
IBPFAHIO_02256	12	17	15	49	66	55
IBPFAHIO_02257	11	12	13	41	35	28
IBPFAHIO_02258	22	31	43	4	8	12
IBPFAHIO_02259	5	1	2	2	0	4
IBPFAHIO_02260	17	20	12	36	31	35
IBPFAHIO_02261	1013	1167	1066	1743	1794	1619
IBPFAHIO_02262	1183	1421	1361	3246	3406	3207
IBPFAHIO_02263	737	826	744	601	567	513
IBPFAHIO_02264	625	650	578	412	420	401
IBPFAHIO_02265	3103	3433	3129	2032	2053	1823
IBPFAHIO_02266	3108	3419	3110	2303	2593	2293
IBPFAHIO_02267	569	620	565	495	512	482
IBPFAHIO_02268	77	106	81	69	81	92
IBPFAHIO_02269	1660	2161	2065	1632	1694	1537
IBPFAHIO_02270	30	19	25	44	35	36
IBPFAHIO_02271	57	67	68	64	54	76
IBPFAHIO_02272	634	764	666	2277	2436	2329
IBPFAHIO_02273	2631	3026	2639	6649	6588	5657
IBPFAHIO_02274	347	413	361	1668	1500	1473
IBPFAHIO_02275	643	751	594	2809	2725	2547
IBPFAHIO_02276	127	205	129	243	321	371
IBPFAHIO_02277	7413	9049	8261	6039	5520	4941
IBPFAHIO_02278	6729	7488	6789	1698	2003	1589
IBPFAHIO_02279	4741	5573	5044	3403	3299	2937
IBPFAHIO_02280	1277	1776	1524	353	404	379
IBPFAHIO_02282	1722	2247	2026	483	540	498
IBPFAHIO_02283	27	51	37	146	163	155
IBPFAHIO_02284	363	506	458	270	322	218
IBPFAHIO_02285	2425	2810	2439	6898	7168	6052
IBPFAHIO_02286	371	478	438	296	279	281
IBPFAHIO_02287	121	130	124	266	309	263
IBPFAHIO_02288	103	152	100	225	235	229
IBPFAHIO_02289	381	433	408	888	950	856
IBPFAHIO_02290	1965	2034	1993	1831	1736	1481
IBPFAHIO_02291	4576	5070	4580	7599	6732	6264
IBPFAHIO_02292	1240	1372	1427	3563	3749	3356
IBPFAHIO_02293	3679	4719	4306	455	433	411
IBPFAHIO_02294	415	404	401	221	260	198
IBPFAHIO_02295	127078	145993	130611	1148	921	782
IBPFAHIO_02296	6907	7552	6987	88	91	86
IBPFAHIO_02297	10929	14073	12485	129	111	95
IBPFAHIO_02298	9807	12442	10493	151	144	152
IBPFAHIO_02299	20220	24406	21047	417	368	363
IBPFAHIO_02300	18102	21186	17645	401	357	336
IBPFAHIO_02301	24650	29513	25038	587	560	467
IBPFAHIO_02302	3981	5062	4552	2265	2300	2133
IBPFAHIO_02303	226	435	396	202	342	288
IBPFAHIO_02304	11027	12397	11223	20687	20009	18408
IBPFAHIO_02305	524	639	627	519	474	527
IBPFAHIO_02306	1213	1454	1316	2300	1978	1981
IBPFAHIO_02307	600	620	601	1187	1391	1248
IBPFAHIO_02308	683	671	593	1149	1069	1020
IBPFAHIO_02309	1312	1494	1337	2653	2739	2458
IBPFAHIO_02310	15250	19804	18771	467	440	309
IBPFAHIO_02311	1881	2253	2254	464	501	462
IBPFAHIO_02312	622	682	657	158	159	145
IBPFAHIO_02313	158368	159346	162973	13198	12793	11027
IBPFAHIO_02314	1876	2083	1878	1981	1893	1821
IBPFAHIO_02315	1649	1951	1757	2129	2385	2203
IBPFAHIO_02316	35	44	41	12	13	16
IBPFAHIO_02317	93	125	107	120	132	110
IBPFAHIO_02318	25	22	39	0	3	4
IBPFAHIO_02319	27	36	50	11	5	5
IBPFAHIO_02320	19	16	15	2	9	10
IBPFAHIO_02321	11	8	12	10	20	11
IBPFAHIO_02322	11	27	13	58	51	33
IBPFAHIO_02323	44	44	23	64	73	61
IBPFAHIO_02324	2030	2389	2107	3123	3063	2779
IBPFAHIO_02325	4	12	4	2	3	4
IBPFAHIO_02326	2713	2898	2691	3546	3115	2823
IBPFAHIO_02327	458	492	500	702	697	618
IBPFAHIO_02328	11	10	8	106	113	91
IBPFAHIO_02329	6022	7051	6419	10279	9862	8741
IBPFAHIO_02330	3511	4271	3650	6646	5839	5382
IBPFAHIO_02331	16393	16127	14826	2536	2312	2513
IBPFAHIO_02332	15	18	16	24	26	21
IBPFAHIO_02333	16	7	17	26	37	24
IBPFAHIO_02334	13811	15146	14359	13203	12566	11195
IBPFAHIO_02335	77	70	81	89	98	90
IBPFAHIO_02336	1256	1257	1266	1335	1285	1055
IBPFAHIO_02337	1191	1272	1238	1292	1142	1016
IBPFAHIO_02338	1790	1983	1738	1754	1721	1486
IBPFAHIO_02339	2693	3139	2830	4563	4691	4298
IBPFAHIO_02340	5396	6095	5673	5468	5567	5379
IBPFAHIO_02341	24	32	42	156	128	156
IBPFAHIO_02342	16	19	19	95	107	106
IBPFAHIO_02343	471	542	443	1972	1875	1759
IBPFAHIO_02344	4549	5613	4599	1033	914	1074
IBPFAHIO_02345	270	389	327	238	275	251
IBPFAHIO_02346	468	535	425	1030	1062	969
IBPFAHIO_02347	117	121	135	45	31	59
IBPFAHIO_02348	1069	1117	1116	1124	1062	952
IBPFAHIO_02349	1576	1857	1602	2703	2627	2530
IBPFAHIO_02350	2482	2799	2690	2796	2810	2621
IBPFAHIO_02351	731	841	772	933	982	944
IBPFAHIO_02352	1012	1152	998	495	470	427
IBPFAHIO_02353	954	1091	1045	559	528	527
IBPFAHIO_02354	3803	4239	4008	8053	6827	5946
IBPFAHIO_02355	1047	1338	1119	1091	1158	1023
IBPFAHIO_02356	459	555	469	934	853	860
IBPFAHIO_02357	9338	10994	9306	2091	2013	1925
IBPFAHIO_02359	1	5	0	3	0	0
IBPFAHIO_02360	2	4	4	0	1	0
IBPFAHIO_02361	708	917	750	116	126	136
IBPFAHIO_02362	153	164	171	67	84	76
IBPFAHIO_02365	567	611	544	165	142	143
IBPFAHIO_02366	9746	12249	10888	2045	2038	1732
IBPFAHIO_02367	606	650	635	395	354	313
IBPFAHIO_02368	1028	1126	1138	1018	989	900
IBPFAHIO_02369	683	774	807	2063	1905	1745
IBPFAHIO_02370	1697	2130	1782	817	812	770
IBPFAHIO_02371	1890	2134	1935	980	787	817
IBPFAHIO_02372	1382	1679	1530	894	945	788
IBPFAHIO_02373	19252	21022	19757	32174	32228	30034
IBPFAHIO_02374	833	929	934	2634	2797	2432
IBPFAHIO_02375	297	414	345	707	734	670
IBPFAHIO_02376	1803	1982	1779	3166	3048	2577
IBPFAHIO_02377	557	777	630	129	135	137
IBPFAHIO_02378	8514	9801	8480	19485	19671	17497
IBPFAHIO_02379	2383	2621	2238	2529	2660	2292
IBPFAHIO_02380	1323	1551	1299	1039	993	900
IBPFAHIO_02381	80	104	94	360	341	305
IBPFAHIO_02382	24357	30708	28547	37105	37582	33474
IBPFAHIO_02383	8396	9240	8783	12170	12940	11619
IBPFAHIO_02384	1089	1433	1297	2037	2597	2371
IBPFAHIO_02385	1278	1516	1479	1911	1796	1829
IBPFAHIO_02386	2026	2257	2217	2947	3066	2652
IBPFAHIO_02387	708	780	797	586	507	485
IBPFAHIO_02388	670	720	608	569	649	543
IBPFAHIO_02389	1685	1979	1934	4169	4394	3990
IBPFAHIO_02390	599	775	673	1241	1351	1330
IBPFAHIO_02391	630	809	715	1052	979	875
IBPFAHIO_02392	1205	1338	1201	1229	1260	1111
IBPFAHIO_02393	2531	2821	2500	1712	1660	1480
IBPFAHIO_02394	25	13	17	17	13	9
IBPFAHIO_02395	310	361	349	96	61	62
IBPFAHIO_02396	665	790	744	391	402	325
IBPFAHIO_02397	63	75	72	75	68	55
IBPFAHIO_02398	29	20	28	23	10	18
IBPFAHIO_02399	10	15	19	14	28	18
IBPFAHIO_02400	14	14	16	28	24	22
IBPFAHIO_02401	112	106	91	93	113	79
IBPFAHIO_02402	117	115	108	97	94	100
IBPFAHIO_02403	173	239	221	164	156	125
IBPFAHIO_02404	4155	4717	4367	3092	3308	2768
IBPFAHIO_02405	3233	3476	3299	3398	3526	3083
IBPFAHIO_02406	300	413	331	75	75	93
IBPFAHIO_02407	59	61	52	84	71	81
IBPFAHIO_02408	77	80	74	101	138	114
IBPFAHIO_02409	5	8	6	10	16	23
IBPFAHIO_02410	123	183	138	181	193	162
IBPFAHIO_02411	362	410	333	367	395	361
IBPFAHIO_02412	309	400	341	197	209	232
IBPFAHIO_02413	685	839	802	551	551	490
IBPFAHIO_02415	947	1031	948	3263	3340	2953
IBPFAHIO_02416	6258	6480	6041	2576	2473	2374
IBPFAHIO_02417	10815	11785	11381	5083	4398	3920
IBPFAHIO_02418	16755	18564	17447	7405	6766	5837
IBPFAHIO_02419	1809	2233	2070	1548	1515	1465
IBPFAHIO_02420	652	826	766	883	841	838
IBPFAHIO_02421	2	3	5	10	13	4
IBPFAHIO_02422	5	6	6	11	13	10
IBPFAHIO_02423	0	2	0	2	0	2
IBPFAHIO_02424	7	8	6	7	5	18
IBPFAHIO_02425	1	1	1	7	4	4
IBPFAHIO_02426	4	4	4	19	11	10
IBPFAHIO_02427	22	23	39	68	61	48
IBPFAHIO_02428	118	123	111	174	178	154
IBPFAHIO_02429	27	29	27	64	55	63
IBPFAHIO_02430	26	32	36	43	52	44
IBPFAHIO_02431	0	1	1	3	3	4
IBPFAHIO_02432	5	9	1	23	19	21
IBPFAHIO_02433	0	1	5	4	7	1
IBPFAHIO_02434	17	22	18	52	45	50
IBPFAHIO_02435	106	115	102	317	295	272
IBPFAHIO_02436	28	50	37	97	115	119
IBPFAHIO_02437	3	5	3	4	6	7
IBPFAHIO_02438	1653	2061	1882	2921	2924	2677
IBPFAHIO_02439	210	288	244	198	195	158
IBPFAHIO_02440	621	703	566	365	308	283
IBPFAHIO_02441	33	45	38	40	37	36
IBPFAHIO_02442	38	41	50	33	32	49
IBPFAHIO_02443	362	457	379	190	227	182
IBPFAHIO_02444	227	213	342	172	183	141
IBPFAHIO_02445	10	17	13	6	6	4
IBPFAHIO_02446	10	5	7	12	17	12
IBPFAHIO_02447	2	5	7	9	10	8
IBPFAHIO_02448	168	182	200	271	283	234
IBPFAHIO_02449	510	607	554	391	437	391
IBPFAHIO_02450	325	374	325	339	339	329
IBPFAHIO_02451	312	320	318	495	446	376
IBPFAHIO_02452	381	432	361	379	401	323
IBPFAHIO_02453	399	441	415	857	780	740
IBPFAHIO_02454	98	113	121	114	119	122
IBPFAHIO_02455	482	544	489	691	665	585
IBPFAHIO_02456	506	578	486	1231	1407	1306
IBPFAHIO_02457	415	542	453	705	711	666
IBPFAHIO_02458	10357	11457	10414	13689	13077	11514
IBPFAHIO_02459	1758	2088	1921	2117	2054	1921
IBPFAHIO_02460	2166	2371	2197	2152	2308	1991
IBPFAHIO_02461	2564	2916	2625	2129	1964	1867
IBPFAHIO_02462	5563	6547	6135	3175	3272	2915
IBPFAHIO_02463	1743	1925	1944	2070	2091	1900
IBPFAHIO_02464	1497	1613	1600	1143	1265	1170
IBPFAHIO_02465	1302	1540	1347	1888	1633	1499
IBPFAHIO_02466	6749	7527	6699	8127	7929	7012
IBPFAHIO_02467	760	898	819	811	723	793
IBPFAHIO_02468	1758	1951	1787	1790	1917	1736
IBPFAHIO_02469	5388	5844	5474	4952	4404	3982
IBPFAHIO_02470	1389	1536	1396	1382	1297	1184
IBPFAHIO_02471	8969	10317	9498	11457	10280	9397
IBPFAHIO_02472	12259	13707	12546	12366	10979	9675
IBPFAHIO_02473	6897	7390	6929	5933	5306	5076
IBPFAHIO_02474	5196	5980	5432	6364	5116	5071
IBPFAHIO_02475	56	75	75	180	181	191
IBPFAHIO_02476	24	28	35	163	148	131
IBPFAHIO_02477	89	106	99	208	188	167
IBPFAHIO_02478	4270	5798	5190	1759	1820	1753
IBPFAHIO_02479	333	362	356	364	297	284
IBPFAHIO_02480	1146	1286	1223	2284	2169	1812
IBPFAHIO_02481	1411	1581	1519	1727	1743	1515
IBPFAHIO_02482	152	186	197	420	412	366
IBPFAHIO_02483	456	483	444	602	527	508
IBPFAHIO_02484	7096	8118	7149	20964	18409	17358
IBPFAHIO_02485	137	160	145	100	87	88
IBPFAHIO_02486	350	424	361	265	325	254
IBPFAHIO_02487	488	604	517	382	423	384
IBPFAHIO_02489	2457	2825	2523	632	715	662
IBPFAHIO_02490	1731	2166	2246	7541	7244	6982
IBPFAHIO_02491	51775	63274	59193	148595	175511	165093
IBPFAHIO_02492	32345	38052	35434	68739	64721	59887
IBPFAHIO_02493	20558	22059	21459	71573	67678	57757
IBPFAHIO_02494	45540	53275	48612	108055	107542	103469
IBPFAHIO_02495	1	2	0	0	1	0
IBPFAHIO_02496	0	1	0	0	0	1
IBPFAHIO_02497	2	4	5	5	3	5
IBPFAHIO_02498	2142	2345	2236	1285	1349	1180
IBPFAHIO_02499	1421	1915	1709	3416	2563	2644
IBPFAHIO_02500	5055	5472	5213	10299	8196	7633
IBPFAHIO_02501	1393	1519	1348	1035	1010	920
IBPFAHIO_02502	1555	1674	1485	765	913	773
IBPFAHIO_02503	1925	2514	2205	1561	1746	1805
IBPFAHIO_02504	1021	1090	1066	785	804	685
IBPFAHIO_02505	8700	9817	9048	7587	7153	6155
IBPFAHIO_02506	1086	1407	1212	1078	1193	1113
IBPFAHIO_02507	4252	5125	4657	5706	5819	5654
IBPFAHIO_02508	1366	1489	1363	1878	1879	1720
IBPFAHIO_02509	3222	3464	3124	5222	4670	4538
IBPFAHIO_02510	2383	2769	2190	3155	3236	3212
IBPFAHIO_02511	15738	17940	15812	19186	19705	17583
IBPFAHIO_02512	8148	9873	8189	13509	14261	11380
IBPFAHIO_02513	13023	14511	12853	16174	17208	15900
IBPFAHIO_02514	7271	7458	6783	7196	6950	5925
IBPFAHIO_02515	1459	1576	1509	1315	1138	1220
IBPFAHIO_02516	14643	15715	15609	15784	16590	14911
IBPFAHIO_02517	772	764	831	832	676	660
IBPFAHIO_02518	501	515	561	453	431	407
IBPFAHIO_02519	406	466	447	410	320	313
IBPFAHIO_02520	149	185	153	168	162	126
IBPFAHIO_02521	146	175	169	632	511	564
IBPFAHIO_02524	4359	6047	5872	1025	1228	1074
IBPFAHIO_02525	852	1060	937	760	732	717
IBPFAHIO_02526	615	693	605	464	545	490
IBPFAHIO_02527	119	149	133	155	142	134
IBPFAHIO_02528	427	555	576	404	413	386
IBPFAHIO_02529	32	31	34	89	99	76
IBPFAHIO_02530	37	37	41	91	113	108
IBPFAHIO_02531	35518	41754	39743	7980	8825	7289
IBPFAHIO_02532	18151	20652	18637	15428	14734	13145
IBPFAHIO_02533	2183	2364	2158	3405	3021	2772
IBPFAHIO_02534	4133	4967	4522	3737	3389	3040
IBPFAHIO_02535	5968	6145	5592	3265	3319	3110
IBPFAHIO_02536	1450	1722	1589	1299	1294	1179
IBPFAHIO_02537	1360	1500	1266	1175	1139	981
IBPFAHIO_02538	2640	3106	2836	1454	1391	1263
IBPFAHIO_02539	2025	2135	1963	911	819	760
IBPFAHIO_02540	3783	4631	4078	2134	2143	2045
IBPFAHIO_02541	3070	3505	3121	2058	1924	1790
IBPFAHIO_02542	4492	5201	4728	2523	3082	2744
IBPFAHIO_02543	164	215	203	250	235	232
IBPFAHIO_02544	36	66	49	104	99	110
IBPFAHIO_02545	9692	10689	9915	8178	8070	7822
IBPFAHIO_02546	1819	2285	2253	1623	1635	1488
IBPFAHIO_02547	220	239	233	163	158	163
IBPFAHIO_02548	0	0	0	1	1	3
IBPFAHIO_02549	2397	2408	2304	2219	2047	1689
IBPFAHIO_02550	1203	1481	1380	1265	1366	1212
IBPFAHIO_02551	6214	7054	6458	4511	4295	3887
IBPFAHIO_02552	7925	8673	7991	5282	5310	4696
IBPFAHIO_02553	1561	1804	1678	752	766	705
IBPFAHIO_02554	15482	17256	16396	5816	5665	4803
IBPFAHIO_02555	3667	4378	3776	4139	4097	3964
IBPFAHIO_02556	8906	10296	9449	14208	14252	13096
IBPFAHIO_02557	16386	19283	17844	9092	9358	8289
IBPFAHIO_02558	469	540	445	3621	3668	3269
IBPFAHIO_02559	1	0	0	1	1	1
IBPFAHIO_02560	360	441	444	444	518	491
IBPFAHIO_02561	2220	2547	2410	3993	5163	4087
IBPFAHIO_02562	1233	1318	1348	1794	1587	1529
IBPFAHIO_02563	2949	3374	3180	1011	948	882
IBPFAHIO_02564	2857	3362	3089	1011	1004	903
IBPFAHIO_02565	50	37	44	28	19	17
IBPFAHIO_02566	77	88	113	125	138	104
IBPFAHIO_02567	73	88	85	93	131	111
IBPFAHIO_02568	800	954	845	233	205	184
IBPFAHIO_02569	728	790	692	343	358	299
IBPFAHIO_02570	2913	3151	3104	4497	4183	3897
IBPFAHIO_02571	7900	8343	8133	14339	13223	11244
IBPFAHIO_02572	207	259	222	444	447	453
IBPFAHIO_02573	473	572	561	613	656	620
IBPFAHIO_02574	212	197	234	662	600	539
IBPFAHIO_02575	37858	48615	41945	46776	51597	47625
IBPFAHIO_02576	31997	32350	31505	32704	33510	31676
IBPFAHIO_02577	142	167	186	197	204	179
IBPFAHIO_02578	2914	3168	2782	2557	2408	2091
IBPFAHIO_02579	9264	9993	8996	8094	8259	7105
IBPFAHIO_02580	1594	1836	1732	1319	1352	1253
IBPFAHIO_02581	872	881	877	901	771	752
IBPFAHIO_02582	5484	6198	5501	6587	6245	5350
IBPFAHIO_02583	622	764	633	988	999	845
IBPFAHIO_02584	245	276	276	3023	3057	2702
IBPFAHIO_02585	2494	3030	2527	12688	12798	11451
IBPFAHIO_02586	364	432	365	1258	1245	1201
IBPFAHIO_02587	1248	1537	1308	3314	3422	2843
IBPFAHIO_02588	903	1087	989	2058	2128	1896
IBPFAHIO_02589	740	803	796	1595	1381	1257
IBPFAHIO_02590	343	395	327	1190	1276	1083
IBPFAHIO_02591	759	867	800	2296	2162	1985
IBPFAHIO_02592	502	602	522	1399	1123	1003
IBPFAHIO_02593	464	528	447	1040	1061	864
IBPFAHIO_02594	1326	1558	1271	2818	2640	2448
IBPFAHIO_02595	739	788	718	1555	1674	1394
IBPFAHIO_02596	451	463	396	1480	1516	1265
IBPFAHIO_02597	149	190	161	682	777	604
IBPFAHIO_02598	334	400	370	1302	1246	1073
IBPFAHIO_02599	258	289	227	763	701	671
IBPFAHIO_02600	390	527	420	1169	1197	1005
IBPFAHIO_02601	271	363	321	681	586	539
IBPFAHIO_02602	220	236	224	677	531	494
IBPFAHIO_02603	461	575	545	908	845	791
IBPFAHIO_02604	5	15	15	12	13	20
IBPFAHIO_02605	333	371	318	788	718	658
IBPFAHIO_02606	719	763	729	1225	1567	1239
IBPFAHIO_02607	29	47	44	16	10	9
IBPFAHIO_02608	40	54	67	13	9	10
IBPFAHIO_02609	25	28	30	17	23	13
IBPFAHIO_02610	6	6	6	4	5	8
IBPFAHIO_02611	14	21	12	18	21	21
IBPFAHIO_02612	1150	1322	1250	5820	5912	5794
IBPFAHIO_02613	2463	2819	2521	432	336	314
IBPFAHIO_02614	1033	1200	939	882	698	648
IBPFAHIO_02615	7626	8516	8172	2833	2675	2507
IBPFAHIO_02616	5049	5852	5362	5171	5142	4508
IBPFAHIO_02617	234	230	240	644	514	515
IBPFAHIO_02618	1449	1704	1548	1215	1310	1141
IBPFAHIO_02619	2669	3385	2967	7502	7463	6834
IBPFAHIO_02620	49	69	58	28	49	42
IBPFAHIO_02621	10289	11335	10400	2094	1942	1524
IBPFAHIO_02622	23	40	30	39	48	44
IBPFAHIO_02623	81	58	91	109	58	97
IBPFAHIO_02624	8051	10078	9543	15639	13319	15168
IBPFAHIO_02625	1856	2074	1892	3233	3311	2982
IBPFAHIO_02626	1038	1127	1038	1762	1315	1290
IBPFAHIO_02627	3933	4181	3821	6868	6287	5735
IBPFAHIO_02628	5086	6380	5305	8937	9057	8552
IBPFAHIO_02629	454	524	513	473	444	396
IBPFAHIO_02630	334	376	387	305	282	286
IBPFAHIO_02631	116	152	137	99	78	81
IBPFAHIO_02632	1449	1628	1482	1118	1025	965
IBPFAHIO_02633	3154	4150	3431	8560	9250	8885
IBPFAHIO_02634	2	1	0	2	0	3
IBPFAHIO_02635	91	112	92	26	31	28
IBPFAHIO_02636	234	267	269	391	411	314
IBPFAHIO_02637	135	133	122	125	131	93
IBPFAHIO_02638	1605	1745	1716	1616	1760	1492
IBPFAHIO_02639	2870	3433	3083	1962	2212	1977
IBPFAHIO_02640	42	52	53	37	23	39
IBPFAHIO_02641	149	137	119	88	89	89
IBPFAHIO_02642	39	37	29	11	12	14
IBPFAHIO_02643	12	16	16	4	7	7
IBPFAHIO_02644	111	86	95	24	31	35
IBPFAHIO_02645	39	48	69	40	30	34
IBPFAHIO_02646	20	24	25	16	23	18
IBPFAHIO_02647	1769	2301	2001	1960	2024	1826
IBPFAHIO_02648	55	75	76	107	99	90
IBPFAHIO_02649	57	68	76	97	149	111
IBPFAHIO_02650	0	1	0	0	3	1
IBPFAHIO_02651	0	0	0	0	0	1
IBPFAHIO_02652	1	4	0	2	2	1
IBPFAHIO_02653	0	0	0	1	0	0
IBPFAHIO_02654	1	3	0	0	0	1
IBPFAHIO_02655	73	80	67	270	298	263
IBPFAHIO_02656	426	534	418	110	101	92
IBPFAHIO_02657	7	18	3	8	37	27
IBPFAHIO_02658	3426	4076	3663	3275	3142	2828
IBPFAHIO_02659	5	8	3	12	20	11
IBPFAHIO_02660	9	14	8	16	28	20
IBPFAHIO_02661	53	51	56	54	56	60
IBPFAHIO_02662	173	218	209	220	243	218
IBPFAHIO_02663	127	166	144	535	471	559
IBPFAHIO_02664	699	859	763	294	240	243
IBPFAHIO_02665	1	1	0	0	0	0
IBPFAHIO_02666	49	82	47	67	91	75
IBPFAHIO_02667	294	341	279	917	891	794
IBPFAHIO_02668	5631	6153	5706	2681	2522	2397
IBPFAHIO_02669	1605	1904	1656	859	948	815
IBPFAHIO_02670	1420	1759	1638	1639	1354	1243
IBPFAHIO_02671	744	850	825	830	774	689
IBPFAHIO_02672	5123	6448	5665	5291	4977	4517
IBPFAHIO_02673	280	318	309	461	445	362
IBPFAHIO_02674	274	353	330	452	427	374
IBPFAHIO_02675	727	818	769	612	601	514
IBPFAHIO_02676	3988	4288	4173	17098	20004	22037
