"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IBPFAHIO_00056",151.175086424221,1.42603832060966,0.165610199868833,8.61081214646875,7.25447825627958e-18,1.68913610449716e-17
"IBPFAHIO_00057",0,NA,NA,NA,NA,NA
"IBPFAHIO_00058",0,NA,NA,NA,NA,NA
"IBPFAHIO_00059",887.938500910309,1.9584184331021,0.0857408883395899,22.8411259905015,1.79051941430139e-115,1.2287234145848e-114
"IBPFAHIO_00060",3.93443031280561,2.43333418910025,1.04589178621893,2.32656401088793,0.0199884818760753,0.0267825964053817
"IBPFAHIO_00061",1168.30766198534,0.92452805868334,0.08222844417421,11.2434093575287,2.49554561466851e-29,7.05068222765645e-29
"IBPFAHIO_00062",1221.9538177103,2.2734115090291,0.0801697472796557,28.3574738123943,6.76985225230443e-177,6.49211472400476e-176
"IBPFAHIO_00063",867.364123061966,0.300333739820354,0.0847626205546926,3.54323330089311,0.00039525286964159,0.000594568419289913
"IBPFAHIO_00064",66.3562361070409,-0.0284118436817502,0.221284792547188,-0.128394922012959,0.89783644954451,0.917148056345912
"IBPFAHIO_00065",51.6157354764742,0.465941255456861,0.267339409339641,1.74288278936424,0.0813540909298849,0.102748602812248
"IBPFAHIO_00066",80.25548780069,0.0400956445026266,0.204878981560419,0.195704040488909,0.844841821714673,0.872546334335624
"IBPFAHIO_00067",109.429463174192,0.260540975882843,0.181508078287869,1.43542358191699,0.151166430060648,0.18400730624144
"IBPFAHIO_00068",326.680038066745,0.553748968333864,0.110488906169208,5.01180604943112,5.39215381440075e-07,9.26669972009595e-07
"IBPFAHIO_00069",249.193954851663,0.171586566338767,0.129624218643897,1.32372305217244,0.18559503961159,0.22328120567667
"IBPFAHIO_00070",235.142823236537,0.1005172365472,0.133151453788738,0.754909042951072,0.450303559511251,0.501790782144381
"IBPFAHIO_00071",684.249739209503,0.358257303189357,0.0828886935341435,4.32214923307705,1.54516615062973e-05,2.52630443862521e-05
"IBPFAHIO_00072",13.3801413241452,0.420329764802931,0.508946771964548,0.825881581251506,0.408871269861149,0.459385219460968
"IBPFAHIO_00073",87.3339185470846,-0.126872153574153,0.229111039697291,-0.553758359884277,0.579744229242445,0.6264336344866
"IBPFAHIO_00074",13.0069545871757,-0.157995996870175,0.493526798704208,-0.320136611193162,0.748864773192388,0.787281588682933
"IBPFAHIO_00075",79.7088861073279,0.143368714735143,0.212569701549791,0.674455078451342,0.500022035994083,0.550024239593492
"IBPFAHIO_00076",134.619825509885,0.323539311657201,0.162861629486619,1.98659016661616,0.0469678318131243,0.0609929482573212
"IBPFAHIO_00077",207.649327816458,0.601880780092477,0.143943473416892,4.18136901802625,2.89759154003992e-05,4.68120620291547e-05
"IBPFAHIO_00078",349.508701501201,-0.0944735518753953,0.141077498046667,-0.669657125930492,0.50307638869376,0.552774349971256
"IBPFAHIO_00079",78.8502829392882,-0.223653396722566,0.216771967078233,-1.03174501637405,0.30219158299295,0.349500276890184
"IBPFAHIO_00080",549.504113324121,0.147488013305979,0.0933378702592197,1.58015190293471,0.114072083419495,0.141209629123347
"IBPFAHIO_00081",0,NA,NA,NA,NA,NA
"IBPFAHIO_00082",0,NA,NA,NA,NA,NA
"IBPFAHIO_00083",0,NA,NA,NA,NA,NA
"IBPFAHIO_00084",17.1699587128868,-0.12373329325197,0.455233844055265,-0.271801613319746,0.785774564656755,0.817395241139071
"IBPFAHIO_00085",12.3467519186811,0.789336585486013,0.516339121412672,1.5287173734317,0.126334523445834,0.155616671119776
"IBPFAHIO_00086",11.9575140590863,0.0245242252470653,0.51966348484576,0.0471925120048493,0.962359795428944,0.967208769876857
"IBPFAHIO_00087",19.1619333558585,0.495693387945818,0.4041099531134,1.2266299904935,0.219961691855114,0.261264542290791
"IBPFAHIO_00088",194.875984995856,-0.198453829196542,0.138576601881188,-1.43208757107994,0.152118761021463,0.184940809823737
"IBPFAHIO_00089",13.2290729469554,-0.945551207924687,0.542482133816822,-1.74300893795696,0.0813320535735987,0.102748602812248
"IBPFAHIO_00090",0.317212777622271,-1.6874571105591,3.02586723074069,-0.557677182070554,0.577064841723859,0.62421475286977
"IBPFAHIO_00091",37.2019804029526,-1.25581570579995,0.306762254396493,-4.09377518844543,4.24405827288685e-05,6.77961684595699e-05
"IBPFAHIO_00092",7.1683478641241,0.384143502695289,0.653285867826394,0.588017469248811,0.556520567234562,0.604614937242487
"IBPFAHIO_00093",51.9072198215084,-0.920934908243349,0.254307381720169,-3.62134556226415,0.000293074738578433,0.000445568911497292
"IBPFAHIO_00094",1.45878064741297,-0.831118849616642,1.49815988601097,-0.554759780566277,0.579058980422768,0.626098012329013
"IBPFAHIO_00095",11314.0692645205,-1.15043494970098,0.0559888767222635,-20.5475626061903,8.09256603058996e-94,4.72909327412601e-93
"IBPFAHIO_00096",1177.57391151937,2.84267247259999,0.104615492548886,27.1725764830828,1.37023092354355e-162,1.21653736594727e-161
"IBPFAHIO_00097",986.491725727377,-2.90071627616173,0.117153543797729,-24.7599533239041,2.42225703010913e-135,1.89226972169361e-134
"IBPFAHIO_00098",1122.74922921141,-2.65972357336246,0.085691929299123,-31.0382038905697,1.64601747836698e-211,1.93132717461726e-210
"IBPFAHIO_00099",3824.22468957379,3.83044364758485,0.067061607106104,57.1182799351106,0,0
